Case Number,Filing Date,Case Status
19C53576  ,2/22/19,Active
19C53525  ,2/22/19,Active/C
19C53459  ,2/22/19,Closed
19C53460  ,2/22/19,Active
19C53513  ,2/22/19,Closed
19C53462  ,2/22/19,Closed
19C53511  ,2/22/19,Closed
19C53512  ,2/22/19,Active
19C53510  ,2/22/19,Active
19C53461  ,2/22/19,Active/C
19C53509  ,2/22/19,Closed
19C53516  ,2/22/19,Active/C
19C53517  ,2/22/19,Closed
19C53515  ,2/22/19,Closed
19C53519  ,2/22/19,Active/C
19C53464  ,2/22/19,Closed
19C53521  ,2/22/19,Active/C
19C53523  ,2/22/19,Active
19C53520  ,2/22/19,Active
19C53518  ,2/22/19,Closed
19C53522  ,2/22/19,Active/C
19C53447  ,2/22/19,Active/C
19C53524  ,2/22/19,Active/C
19C53448  ,2/22/19,Closed
19C53449  ,2/22/19,Active/C
19C53575  ,2/25/19,Active/C
19C53531  ,2/25/19,Active/C
19C53533  ,2/25/19,Active/C
19C53532  ,2/25/19,Closed
19C53534  ,2/25/19,Closed
19C53538  ,2/25/19,Active/C
19C53535  ,2/25/19,Active/C
19C53537  ,2/25/19,Active/C
19C53536  ,2/25/19,Active/C
19C53539  ,2/25/19,Closed
19C53542  ,2/25/19,Closed
19C53541  ,2/25/19,Closed
19C53540  ,2/25/19,Closed
19C53543  ,2/25/19,Closed
19C53546  ,2/25/19,Closed
19C53545  ,2/25/19,Active/C
19C53544  ,2/25/19,Active/C
19C53556  ,2/26/19,Active/C
19C53574  ,2/26/19,Active/C
19C53709  ,2/26/19,Active/C
19C53708  ,2/26/19,Closed
19C53707  ,2/27/19,Active
19C53750  ,2/27/19,Active/C
19C53687  ,2/27/19,Closed
19C53689  ,2/27/19,Closed
19C53690  ,2/27/19,Active/C
19C53688  ,2/27/19,Active/C
19C53691  ,2/27/19,Closed
19C53692  ,2/27/19,Active/C
19C53664  ,2/27/19,Closed
19C53666  ,2/27/19,Active/C
19C53665  ,2/27/19,Active/C
19C53667  ,2/27/19,Active/C
19C53671  ,2/27/19,Closed
19C53669  ,2/27/19,Active/C
19C53668  ,2/27/19,Active/C
19C53672  ,2/27/19,Closed
19C53670  ,2/27/19,Active/C
19C53673  ,2/27/19,Active/C
19C53674  ,2/27/19,Active
19C53675  ,2/27/19,Closed
19C53677  ,2/27/19,Closed
19C53676  ,2/27/19,Active/C
19C53680  ,2/27/19,Active/C
19C53681  ,2/27/19,Active/C
19C53679  ,2/27/19,Closed
19C53682  ,2/27/19,Closed
19C53683  ,2/27/19,Active/C
19C53678  ,2/27/19,Closed
19C53686  ,2/27/19,Closed
19C53684  ,2/27/19,Active/C
19C53685  ,2/27/19,Closed
19C53751  ,2/28/19,Active/C
19C53810  ,2/28/19,Active
19C53811  ,2/28/19,Active/C
19C53813  ,3/1/19,Active/C
19C53814  ,3/1/19,Closed
19C53779  ,3/1/19,Closed
19C53780  ,3/1/19,Active/C
19C53781  ,3/1/19,Closed
19C53782  ,3/1/19,Active/C
19C53784  ,3/1/19,Active/C
19C53787  ,3/1/19,Active/C
19C53786  ,3/1/19,Active/C
19C53785  ,3/1/19,Active/C
19C53783  ,3/1/19,Closed
19C53789  ,3/1/19,Active/C
19C53788  ,3/1/19,Active/C
19C53815  ,3/1/19,Closed
19C53850  ,3/4/19,Closed
19C53851  ,3/4/19,Active/C
19C53868  ,3/5/19,Active/C
19C53905  ,3/5/19,Active
19C54028  ,3/6/19,Active/C
19C54033  ,3/6/19,Active/C
19C54026  ,3/6/19,Active/C
19C54013  ,3/6/19,Active/C
19C54012  ,3/6/19,Active/C
19C54017  ,3/6/19,Closed
19C54016  ,3/6/19,Active/C
19C54014  ,3/6/19,Active/C
19C54015  ,3/6/19,Active/C
19C54019  ,3/6/19,Active/C
19C54018  ,3/6/19,Closed
19C54024  ,3/6/19,Active/C
19C54022  ,3/6/19,Active/C
19C54020  ,3/6/19,Closed
19C54021  ,3/6/19,Active/C
19C54023  ,3/6/19,Active/C
19C54025  ,3/6/19,Active/C
19C54065  ,3/7/19,Active/C
19C54068  ,3/7/19,Active/C
19C54069  ,3/7/19,Active/C
19C54070  ,3/7/19,Active/C
19C54071  ,3/7/19,Closed
19C54134  ,3/8/19,Closed
19C54135  ,3/8/19,Active/C
19C54144  ,3/8/19,Active
19C54139  ,3/8/19,Active/C
19C54148  ,3/8/19,Active/C
19C54152  ,3/8/19,Closed
19C54149  ,3/8/19,Closed
19C54153  ,3/8/19,Closed
19C54154  ,3/8/19,Active/C
19C54150  ,3/8/19,Closed
19C54155  ,3/8/19,Active/C
19C54147  ,3/8/19,Closed
19C54146  ,3/8/19,Closed
19C54140  ,3/8/19,Closed
19C54145  ,3/8/19,Closed
19C54151  ,3/8/19,Active
19C54138  ,3/8/19,Active/C
19C54137  ,3/8/19,Active/C
19C54141  ,3/8/19,Active/C
19C54136  ,3/8/19,Active/C
19C54142  ,3/8/19,Closed
19C54143  ,3/8/19,Closed
19C54186  ,3/11/19,Closed
19C54175  ,3/11/19,Active/C
19C54182  ,3/11/19,Closed
19C54171  ,3/11/19,Closed
19C54178  ,3/11/19,Active/C
19C54189  ,3/11/19,Closed
19C54190  ,3/11/19,Closed
19C54187  ,3/11/19,Closed
19C54177  ,3/11/19,Closed
19C54181  ,3/11/19,Closed
19C54179  ,3/11/19,Active/C
19C54172  ,3/11/19,Closed
19C54170  ,3/11/19,Closed
19C54169  ,3/11/19,Closed
19C54194  ,3/11/19,Active/C
19C54173  ,3/11/19,Closed
19C54174  ,3/11/19,Active/C
19C54183  ,3/11/19,Closed
19C54191  ,3/11/19,Closed
19C54192  ,3/11/19,Active/C
19C54176  ,3/11/19,Closed
19C54188  ,3/11/19,Closed
19C54193  ,3/11/19,Active/C
19C54185  ,3/11/19,Closed
19C54184  ,3/11/19,Active/C
19C54180  ,3/11/19,Closed
19C54161  ,3/11/19,Closed
19C54385  ,3/11/19,Closed
19C54397  ,3/11/19,Active/C
19C54387  ,3/11/19,Active/C
19C54402  ,3/11/19,Closed
19C54386  ,3/11/19,Closed
19C54244  ,3/11/19,Closed
19C54246  ,3/11/19,Active/C
19C54245  ,3/11/19,Closed
19C54248  ,3/11/19,Active/C
19C54247  ,3/11/19,Closed
19C54251  ,3/11/19,Closed
19C54249  ,3/11/19,Active/C
19C54250  ,3/11/19,Active/C
19C54252  ,3/11/19,Closed
19C54253  ,3/11/19,Closed
19C54258  ,3/11/19,Active/C
19C54256  ,3/11/19,Closed
19C54255  ,3/11/19,Closed
19C54254  ,3/11/19,Active/C
19C54257  ,3/11/19,Closed
19C54261  ,3/11/19,Active/C
19C54263  ,3/11/19,Active/C
19C54264  ,3/11/19,Closed
19C54262  ,3/11/19,Closed
19C54260  ,3/11/19,Closed
19C54259  ,3/11/19,Active/C
19C54268  ,3/11/19,Closed
19C54267  ,3/11/19,Closed
19C54266  ,3/11/19,Active/C
19C54270  ,3/11/19,Closed
19C54269  ,3/11/19,Active/C
19C54265  ,3/11/19,Closed
19C54272  ,3/11/19,Active/C
19C54271  ,3/11/19,Closed
19C54273  ,3/11/19,Active/C
19C54275  ,3/11/19,Active/C
19C54274  ,3/11/19,Active/C
19C54281  ,3/11/19,Closed
19C54278  ,3/11/19,Active/C
19C54276  ,3/11/19,Active/C
19C54277  ,3/11/19,Closed
19C54280  ,3/11/19,Closed
19C54279  ,3/11/19,Active/C
19C54286  ,3/11/19,Closed
19C54282  ,3/11/19,Closed
19C54287  ,3/11/19,Closed
19C54284  ,3/11/19,Active/C
19C54288  ,3/11/19,Closed
19C54283  ,3/11/19,Closed
19C54285  ,3/11/19,Closed
19C54289  ,3/11/19,Active/C
19C54242  ,3/11/19,Closed
19C54241  ,3/11/19,Active/C
19C54243  ,3/11/19,Closed
19C54291  ,3/11/19,Active/C
19C54290  ,3/11/19,Closed
19C54292  ,3/11/19,Closed
19C54293  ,3/11/19,Closed
19C54295  ,3/11/19,Active/C
19C54294  ,3/11/19,Active/C
19C54297  ,3/11/19,Active/C
19C54298  ,3/11/19,Closed
19C54299  ,3/11/19,Active/C
19C54296  ,3/11/19,Closed
19C54300  ,3/11/19,Closed
19C54303  ,3/11/19,Active/C
19C54302  ,3/11/19,Closed
19C54304  ,3/11/19,Closed
19C54305  ,3/11/19,Closed
19C54301  ,3/11/19,Closed
19C54308  ,3/11/19,Closed
19C54309  ,3/11/19,Closed
19C54311  ,3/11/19,Closed
19C54313  ,3/11/19,Active/C
19C54306  ,3/11/19,Closed
19C54307  ,3/11/19,Active/C
19C54315  ,3/11/19,Closed
19C54310  ,3/11/19,Closed
19C54317  ,3/11/19,Closed
19C54314  ,3/11/19,Closed
19C54316  ,3/11/19,Closed
19C54312  ,3/11/19,Closed
19C54330  ,3/11/19,Closed
19C54319  ,3/11/19,Active/C
19C54318  ,3/11/19,Closed
19C54327  ,3/11/19,Closed
19C54332  ,3/11/19,Active/C
19C54324  ,3/11/19,Active/C
19C54329  ,3/11/19,Active/C
19C54328  ,3/11/19,Closed
19C54325  ,3/11/19,Active/C
19C54321  ,3/11/19,Active/C
19C54323  ,3/11/19,Active/C
19C54322  ,3/11/19,Closed
19C54335  ,3/11/19,Active/C
19C54326  ,3/11/19,Closed
19C54338  ,3/11/19,Closed
19C54334  ,3/11/19,Active
19C54333  ,3/11/19,Closed
19C54331  ,3/11/19,Active/C
19C54347  ,3/11/19,Closed
19C54320  ,3/11/19,Active/C
19C54339  ,3/11/19,Closed
19C54336  ,3/11/19,Closed
19C54351  ,3/11/19,Closed
19C54371  ,3/11/19,Active/C
19C54337  ,3/11/19,Active/C
19C54357  ,3/11/19,Active/C
19C54346  ,3/11/19,Active/C
19C54372  ,3/11/19,Active/C
19C54342  ,3/11/19,Active/C
19C54345  ,3/11/19,Active/C
19C54343  ,3/11/19,Active/C
19C54370  ,3/11/19,Closed
19C54350  ,3/11/19,Closed
19C54373  ,3/11/19,Closed
19C54348  ,3/11/19,Active/C
19C54356  ,3/11/19,Active/C
19C54375  ,3/11/19,Closed
19C54374  ,3/11/19,Active/C
19C54341  ,3/11/19,Closed
19C54363  ,3/11/19,Closed
19C54352  ,3/11/19,Active/C
19C54344  ,3/11/19,Closed
19C54364  ,3/11/19,Active/C
19C54366  ,3/11/19,Closed
19C54340  ,3/11/19,Closed
19C54360  ,3/11/19,Closed
19C54361  ,3/11/19,Active/C
19C54359  ,3/11/19,Closed
19C54349  ,3/11/19,Active/C
19C54369  ,3/11/19,Closed
19C54362  ,3/11/19,Active/C
19C54368  ,3/11/19,Closed
19C54365  ,3/11/19,Active/C
19C54367  ,3/11/19,Active/C
19C54376  ,3/11/19,Active/C
19C54358  ,3/11/19,Closed
19C54377  ,3/11/19,Closed
19C54378  ,3/11/19,Active/C
19C54355  ,3/11/19,Closed
19C54354  ,3/11/19,Active/C
19C54353  ,3/11/19,Active/C
19C54389  ,3/11/19,Active/C
19C54439  ,3/12/19,Active
19C54449  ,3/12/19,Active/C
19C54453  ,3/12/19,Active/C
19C54448  ,3/12/19,Active/C
19C54431  ,3/12/19,Active/C
19C54594  ,3/13/19,Active/C
19C54462  ,3/13/19,Active/C
19C54470  ,3/13/19,Closed
19C54468  ,3/13/19,Active/C
19C54460  ,3/13/19,Closed
19C54461  ,3/13/19,Closed
19C54473  ,3/13/19,Closed
19C54474  ,3/13/19,Closed
19C54472  ,3/13/19,Active/C
19C54476  ,3/13/19,Closed
19C54477  ,3/13/19,Active/C
19C54475  ,3/13/19,Active/C
19C54481  ,3/13/19,Closed
19C54478  ,3/13/19,Closed
19C54480  ,3/13/19,Closed
19C54479  ,3/13/19,Active/C
19C54485  ,3/13/19,Closed
19C54482  ,3/13/19,Active/C
19C54483  ,3/13/19,Closed
19C54484  ,3/13/19,Closed
19C54464  ,3/13/19,Closed
19C54488  ,3/13/19,Closed
19C54486  ,3/13/19,Closed
19C54463  ,3/13/19,Active/C
19C54465  ,3/13/19,Active/C
19C54487  ,3/13/19,Closed
19C54492  ,3/13/19,Closed
19C54467  ,3/13/19,Active/C
19C54466  ,3/13/19,Closed
19C54489  ,3/13/19,Closed
19C54490  ,3/13/19,Closed
19C54491  ,3/13/19,Active/C
19C54493  ,3/13/19,Active/C
19C54499  ,3/13/19,Closed
19C54469  ,3/13/19,Active/C
19C54498  ,3/13/19,Active/C
19C54497  ,3/13/19,Closed
19C54496  ,3/13/19,Closed
19C54495  ,3/13/19,Active/C
19C54506  ,3/13/19,Active/C
19C54502  ,3/13/19,Active/C
19C54505  ,3/13/19,Closed
19C54501  ,3/13/19,Closed
19C54500  ,3/13/19,Closed
19C54503  ,3/13/19,Active/C
19C54504  ,3/13/19,Active/C
19C54507  ,3/13/19,Active/C
19C54512  ,3/13/19,Active/C
19C54510  ,3/13/19,Closed
19C54509  ,3/13/19,Closed
19C54508  ,3/13/19,Closed
19C54511  ,3/13/19,Active/C
19C54513  ,3/13/19,Active/C
19C54574  ,3/13/19,Closed
19C54554  ,3/13/19,Active/C
19C54515  ,3/13/19,Closed
19C54551  ,3/13/19,Closed
19C54514  ,3/13/19,Closed
19C54573  ,3/13/19,Closed
19C54517  ,3/13/19,Closed
19C54527  ,3/13/19,Closed
19C54519  ,3/13/19,Closed
19C54528  ,3/13/19,Closed
19C54520  ,3/13/19,Closed
19C54518  ,3/13/19,Closed
19C54543  ,3/13/19,Active/C
19C54530  ,3/13/19,Closed
19C54529  ,3/13/19,Active
19C54537  ,3/13/19,Closed
19C54544  ,3/13/19,Closed
19C54545  ,3/13/19,Closed
19C54522  ,3/13/19,Closed
19C54546  ,3/13/19,Closed
19C54534  ,3/13/19,Closed
19C54536  ,3/13/19,Closed
19C54525  ,3/13/19,Closed
19C54531  ,3/13/19,Active/C
19C54533  ,3/13/19,Closed
19C54538  ,3/13/19,Closed
19C54540  ,3/13/19,Active/C
19C54542  ,3/13/19,Active
19C54541  ,3/13/19,Closed
19C54547  ,3/13/19,Closed
19C54548  ,3/13/19,Active
19C54549  ,3/13/19,Active/C
19C54532  ,3/13/19,Closed
19C54550  ,3/13/19,Closed
19C54552  ,3/13/19,Closed
19C54553  ,3/13/19,Closed
19C54570  ,3/13/19,Closed
19C54571  ,3/13/19,Active/C
19C54572  ,3/13/19,Active
19C54611  ,3/14/19,Closed
19C54612  ,3/14/19,Active/C
19C54610  ,3/14/19,Closed
19C54614  ,3/14/19,Active/C
19C54615  ,3/14/19,Closed
19C54618  ,3/14/19,Active/C
19C54679  ,3/14/19,Active/C
19C54620  ,3/14/19,Active
19C54624  ,3/14/19,Active/C
19C54622  ,3/14/19,Closed
19C54623  ,3/14/19,Closed
19C54621  ,3/14/19,Closed
19C54625  ,3/14/19,Closed
19C54626  ,3/14/19,Active/C
19C54630  ,3/14/19,Active/C
19C54627  ,3/14/19,Closed
19C54628  ,3/14/19,Active/C
19C54629  ,3/14/19,Active/C
19C54634  ,3/14/19,Closed
19C54635  ,3/14/19,Active/C
19C54632  ,3/14/19,Closed
19C54633  ,3/14/19,Active/C
19C54639  ,3/14/19,Closed
19C54638  ,3/14/19,Active/C
19C54637  ,3/14/19,Closed
19C54636  ,3/14/19,Active/C
19C54631  ,3/14/19,Active/C
19C54641  ,3/14/19,Active/C
19C54644  ,3/14/19,Closed
19C54643  ,3/14/19,Active/C
19C54640  ,3/14/19,Closed
19C54642  ,3/14/19,Closed
19C54646  ,3/14/19,Closed
19C54650  ,3/14/19,Closed
19C54648  ,3/14/19,Closed
19C54649  ,3/14/19,Closed
19C54651  ,3/14/19,Closed
19C54647  ,3/14/19,Active/C
19C54645  ,3/14/19,Closed
19C54652  ,3/14/19,Closed
19C54653  ,3/14/19,Closed
19C54657  ,3/14/19,Closed
19C54656  ,3/14/19,Closed
19C54655  ,3/14/19,Active/C
19C54658  ,3/14/19,Closed
19C54654  ,3/14/19,Closed
19C54659  ,3/14/19,Closed
19C54664  ,3/14/19,Closed
19C54661  ,3/14/19,Active/C
19C54662  ,3/14/19,Active/C
19C54663  ,3/14/19,Active/C
19C54660  ,3/14/19,Closed
19C54670  ,3/14/19,Closed
19C54665  ,3/14/19,Closed
19C54666  ,3/14/19,Closed
19C54667  ,3/14/19,Closed
19C54671  ,3/14/19,Active/C
19C54668  ,3/14/19,Closed
19C54669  ,3/14/19,Active/C
19C54672  ,3/14/19,Active/C
19C54689  ,3/15/19,Active/C
19C54802  ,3/15/19,Closed
19C54694  ,3/15/19,Closed
19C54704  ,3/15/19,Closed
19C54699  ,3/15/19,Closed
19C54709  ,3/15/19,Closed
19C54714  ,3/15/19,Closed
19C54719  ,3/15/19,Active/C
19C54729  ,3/15/19,Closed
19C54724  ,3/15/19,Closed
19C54734  ,3/15/19,Active/C
19C54754  ,3/15/19,Closed
19C54749  ,3/15/19,Active/C
19C54739  ,3/15/19,Active/C
19C54744  ,3/15/19,Closed
19C54759  ,3/15/19,Closed
19C54755  ,3/15/19,Active/C
19C54756  ,3/15/19,Active
19C54761  ,3/15/19,Active/C
19C54762  ,3/15/19,Closed
19C54757  ,3/15/19,Closed
19C54763  ,3/15/19,Active/C
19C54760  ,3/15/19,Active/C
19C54758  ,3/15/19,Active/C
19C54697  ,3/15/19,Closed
19C54698  ,3/15/19,Active
19C54696  ,3/15/19,Closed
19C54695  ,3/15/19,Closed
19C54701  ,3/15/19,Closed
19C54700  ,3/15/19,Closed
19C54750  ,3/15/19,Closed
19C54703  ,3/15/19,Closed
19C54705  ,3/15/19,Closed
19C54707  ,3/15/19,Closed
19C54706  ,3/15/19,Closed
19C54702  ,3/15/19,Active/C
19C54708  ,3/15/19,Closed
19C54752  ,3/15/19,Active/C
19C54713  ,3/15/19,Active/C
19C54751  ,3/15/19,Active/C
19C54711  ,3/15/19,Closed
19C54712  ,3/15/19,Closed
19C54710  ,3/15/19,Active/C
19C54717  ,3/15/19,Closed
19C54715  ,3/15/19,Closed
19C54718  ,3/15/19,Closed
19C54753  ,3/15/19,Closed
19C54720  ,3/15/19,Closed
19C54716  ,3/15/19,Closed
19C54727  ,3/15/19,Active/C
19C54723  ,3/15/19,Closed
19C54726  ,3/15/19,Active/C
19C54725  ,3/15/19,Active/C
19C54722  ,3/15/19,Active/C
19C54745  ,3/15/19,Closed
19C54721  ,3/15/19,Active/C
19C54731  ,3/15/19,Closed
19C54746  ,3/15/19,Active/C
19C54747  ,3/15/19,Closed
19C54728  ,3/15/19,Closed
19C54733  ,3/15/19,Active/C
19C54732  ,3/15/19,Closed
19C54730  ,3/15/19,Closed
19C54740  ,3/15/19,Closed
19C54737  ,3/15/19,Closed
19C54748  ,3/15/19,Closed
19C54738  ,3/15/19,Active/C
19C54736  ,3/15/19,Closed
19C54735  ,3/15/19,Active/C
19C54743  ,3/15/19,Active/C
19C54741  ,3/15/19,Closed
19C54742  ,3/15/19,Closed
19C54778  ,3/18/19,Active
19C54803  ,3/18/19,Closed
19C54807  ,3/18/19,Closed
19C54809  ,3/18/19,Closed
19C54813  ,3/18/19,Active/C
19C54815  ,3/18/19,Active/C
19C54816  ,3/18/19,Closed
19C54817  ,3/18/19,Active/C
19C54818  ,3/18/19,Active/C
19C54819  ,3/18/19,Active/C
19C54821  ,3/18/19,Closed
19C54822  ,3/18/19,Active/C
19C54880  ,3/19/19,Active
19C54873  ,3/19/19,Closed
19C54881  ,3/19/19,Active
19C54909  ,3/19/19,Active/C
19C54910  ,3/19/19,Active/C
19C54918  ,3/19/19,Active/C
19C54917  ,3/19/19,Closed
19C54919  ,3/19/19,Active/C
19C54920  ,3/19/19,Closed
19C54916  ,3/19/19,Active/C
19C54921  ,3/19/19,Closed
19C54923  ,3/19/19,Closed
19C54925  ,3/19/19,Closed
19C54924  ,3/19/19,Closed
19C54922  ,3/19/19,Closed
19C54930  ,3/19/19,Closed
19C54926  ,3/19/19,Closed
19C54929  ,3/19/19,Active/C
19C54928  ,3/19/19,Closed
19C54927  ,3/19/19,Closed
19C54932  ,3/19/19,Active/C
19C54933  ,3/19/19,Closed
19C54931  ,3/19/19,Closed
19C54935  ,3/19/19,Active/C
19C54939  ,3/19/19,Closed
19C54938  ,3/19/19,Closed
19C54934  ,3/19/19,Closed
19C54937  ,3/19/19,Closed
19C54941  ,3/19/19,Active/C
19C54946  ,3/19/19,Active/C
19C54940  ,3/19/19,Closed
19C54944  ,3/19/19,Active/C
19C54945  ,3/19/19,Closed
19C54947  ,3/19/19,Active/C
19C54943  ,3/19/19,Active/C
19C54952  ,3/19/19,Active/C
19C54950  ,3/19/19,Active/C
19C54951  ,3/19/19,Closed
19C54949  ,3/19/19,Closed
19C54953  ,3/19/19,Closed
19C54948  ,3/19/19,Active/C
19C54957  ,3/19/19,Active/C
19C54955  ,3/19/19,Closed
19C54954  ,3/19/19,Active/C
19C54958  ,3/19/19,Closed
19C54956  ,3/19/19,Closed
19C54962  ,3/19/19,Active/C
19C54960  ,3/19/19,Closed
19C54963  ,3/19/19,Active/C
19C54959  ,3/19/19,Active/C
19C54961  ,3/19/19,Closed
19C54965  ,3/19/19,Active/C
19C54964  ,3/19/19,Closed
19C54967  ,3/19/19,Active/C
19C54968  ,3/19/19,Closed
19C54966  ,3/19/19,Closed
19C54974  ,3/19/19,Active/C
19C54971  ,3/19/19,Active/C
19C54975  ,3/19/19,Closed
19C54969  ,3/19/19,Active/C
19C54970  ,3/19/19,Closed
19C54972  ,3/19/19,Closed
19C54976  ,3/19/19,Active/C
19C54973  ,3/19/19,Closed
19C54978  ,3/19/19,Active/C
19C54977  ,3/19/19,Active/C
19C54983  ,3/19/19,Active/C
19C54979  ,3/19/19,Active/C
19C54981  ,3/19/19,Active/C
19C54980  ,3/19/19,Closed
19C54982  ,3/19/19,Closed
19C54985  ,3/19/19,Active
19C54989  ,3/19/19,Closed
19C54987  ,3/19/19,Active/C
19C54984  ,3/19/19,Closed
19C54988  ,3/19/19,Active/C
19C54986  ,3/19/19,Closed
19C54995  ,3/19/19,Active/C
19C54990  ,3/19/19,Closed
19C54994  ,3/19/19,Closed
19C54993  ,3/19/19,Active/C
19C54991  ,3/19/19,Active/C
19C54992  ,3/19/19,Closed
19C55002  ,3/20/19,Closed
19C55049  ,3/20/19,Active
19C55068  ,3/21/19,Active/C
19C55069  ,3/21/19,Closed
19C55070  ,3/21/19,Active/C
19C55083  ,3/21/19,Closed
19C55098  ,3/21/19,Closed
19C55100  ,3/21/19,Closed
19C55099  ,3/21/19,Closed
19C55101  ,3/21/19,Closed
19C55107  ,3/21/19,Closed
19C55112  ,3/21/19,Closed
19C55102  ,3/21/19,Closed
19C55114  ,3/21/19,Active/C
19C55103  ,3/21/19,Active/C
19C55105  ,3/21/19,Closed
19C55108  ,3/21/19,Active/C
19C55104  ,3/21/19,Active/C
19C55110  ,3/21/19,Closed
19C55109  ,3/21/19,Active/C
19C55106  ,3/21/19,Closed
19C55120  ,3/21/19,Active/C
19C55113  ,3/21/19,Active/C
19C55116  ,3/21/19,Active
19C55123  ,3/21/19,Active/C
19C55115  ,3/21/19,Closed
19C55121  ,3/21/19,Closed
19C55125  ,3/21/19,Active/C
19C55118  ,3/21/19,Closed
19C55128  ,3/21/19,Closed
19C55111  ,3/21/19,Active/C
19C55126  ,3/21/19,Active/C
19C55124  ,3/21/19,Closed
19C55129  ,3/21/19,Closed
19C55117  ,3/21/19,Active/C
19C55122  ,3/21/19,Active/C
19C55119  ,3/21/19,Active/C
19C55133  ,3/21/19,Closed
19C55132  ,3/21/19,Closed
19C55130  ,3/21/19,Active/C
19C55136  ,3/21/19,Active/C
19C55127  ,3/21/19,Closed
19C55135  ,3/21/19,Active/C
19C55131  ,3/21/19,Active/C
19C55134  ,3/21/19,Closed
19C55137  ,3/21/19,Active/C
19C55138  ,3/21/19,Active/C
19C55158  ,3/22/19,Active
19C55161  ,3/22/19,Active/C
19C55159  ,3/22/19,Active/C
19C55160  ,3/22/19,Closed
19C55162  ,3/22/19,Active/C
19C55163  ,3/22/19,Closed
19C55164  ,3/22/19,Active/C
19C55151  ,3/22/19,Closed
19C55165  ,3/22/19,Closed
19C55155  ,3/22/19,Closed
19C55152  ,3/22/19,Closed
19C55153  ,3/22/19,Active
19C55154  ,3/22/19,Active/C
19C55156  ,3/22/19,Active/C
19C55157  ,3/22/19,Closed
19C55195  ,3/25/19,Active/C
19C55196  ,3/26/19,Active/C
19C55197  ,3/26/19,Active/C
19C55289  ,3/27/19,Active/C
19C55458  ,3/27/19,Closed
19C55326  ,3/27/19,Closed
19C55325  ,3/27/19,Closed
19C55327  ,3/27/19,Closed
19C55329  ,3/27/19,Active/C
19C55330  ,3/27/19,Closed
19C55328  ,3/27/19,Closed
19C55333  ,3/27/19,Active/C
19C55334  ,3/27/19,Closed
19C55332  ,3/27/19,Active/C
19C55336  ,3/27/19,Closed
19C55331  ,3/27/19,Active/C
19C55335  ,3/27/19,Active/C
19C55337  ,3/27/19,Active/C
19C55340  ,3/27/19,Closed
19C55338  ,3/27/19,Active/C
19C55342  ,3/27/19,Closed
19C55339  ,3/27/19,Closed
19C55344  ,3/27/19,Closed
19C55347  ,3/27/19,Active/C
19C55341  ,3/27/19,Closed
19C55349  ,3/27/19,Closed
19C55354  ,3/27/19,Closed
19C55348  ,3/27/19,Closed
19C55345  ,3/27/19,Active/C
19C55343  ,3/27/19,Active/C
19C55358  ,3/27/19,Closed
19C55350  ,3/27/19,Active/C
19C55355  ,3/27/19,Active/C
19C55346  ,3/27/19,Closed
19C55359  ,3/27/19,Closed
19C55353  ,3/27/19,Closed
19C55352  ,3/27/19,Active/C
19C55356  ,3/27/19,Closed
19C55357  ,3/27/19,Closed
19C55351  ,3/27/19,Closed
19C55479  ,3/28/19,Closed
19C55558  ,3/29/19,Closed
19C55559  ,3/29/19,Active/C
19C55561  ,3/29/19,Active/C
19C55560  ,3/29/19,Active/C
19C55562  ,3/29/19,Closed
19C55563  ,3/29/19,Closed
19C55564  ,3/29/19,Active/C
19C55566  ,3/29/19,Active/C
19C55565  ,3/29/19,Closed
19C55568  ,3/29/19,Closed
19C55567  ,3/29/19,Closed
19C55570  ,3/29/19,Closed
19C55571  ,3/29/19,Closed
19C55569  ,3/29/19,Active/C
19C55572  ,3/29/19,Active/C
19C55611  ,4/1/19,Active/C
19C55632  ,4/1/19,Closed
19C55631  ,4/1/19,Active
19C55637  ,4/1/19,Active/C
19C55636  ,4/1/19,Active
19C55635  ,4/1/19,Active/C
19C55634  ,4/1/19,Active/C
19C55633  ,4/1/19,Active/C
19C55640  ,4/1/19,Closed
19C55638  ,4/1/19,Closed
19C55672  ,4/2/19,Active/C
19C55698  ,4/2/19,Active/C
19C55740  ,4/3/19,Closed
19C55754  ,4/3/19,Closed
19C55759  ,4/3/19,Closed
19C55756  ,4/3/19,Closed
19C55755  ,4/3/19,Closed
19C55758  ,4/3/19,Active
19C55757  ,4/3/19,Closed
19C55764  ,4/3/19,Active/C
19C55760  ,4/3/19,Closed
19C55763  ,4/3/19,Closed
19C55762  ,4/3/19,Closed
19C55761  ,4/3/19,Closed
19C55765  ,4/3/19,Closed
19C55780  ,4/4/19,Active/C
19C55781  ,4/4/19,Active/C
19C55830  ,4/5/19,Closed
19C55835  ,4/5/19,Active
19C55829  ,4/5/19,Active/C
19C55834  ,4/5/19,Active
19C55832  ,4/5/19,Closed
19C55831  ,4/5/19,Active/C
19C55833  ,4/5/19,Closed
19C55849  ,4/5/19,Active/C
19C55865  ,4/8/19,Closed
19C55863  ,4/8/19,Closed
19C55868  ,4/8/19,Closed
19C55866  ,4/8/19,Closed
19C55860  ,4/8/19,Closed
19C55861  ,4/8/19,Active/C
19C55856  ,4/8/19,Closed
19C55857  ,4/8/19,Closed
19C55852  ,4/8/19,Closed
19C55867  ,4/8/19,Closed
19C55855  ,4/8/19,Closed
19C55864  ,4/8/19,Active/C
19C55854  ,4/8/19,Closed
19C55862  ,4/8/19,Closed
