Year,College,Deg ID,Ethnicity,Gender,Maj 1,Maj 2,Maj 3,Major Name ,Number of Records
2005,Agri Sci & Natl Res,B1AB,UNK,F,ABUS,,,AGRIBUSINESS,1
2005,Agri Sci & Natl Res,B1AB,UNK,M,ABUS,,,AGRIBUSINESS,1
2005,Agri Sci & Natl Res,BSAS,WH,F,ABUS,,,AGRIBUSINESS,1
2005,Agri Sci & Natl Res,B1AB,WH,F,ABUS,,,AGRIBUSINESS,8
2005,Agri Sci & Natl Res,BSAS,WH,M,ABUS,,,AGRIBUSINESS,2
2005,Agri Sci & Natl Res,B1AB,WH,M,ABUS,,,AGRIBUSINESS,30
2005,Agri Sci & Natl Res,B1AE,UNK,F,AECN,,,AGRICULTURAL ECONOMICS,1
2005,Agri Sci & Natl Res,B1AE,WH,F,AECN,,,AGRICULTURAL ECONOMICS,5
2005,Agri Sci & Natl Res,B1AE,WH,M,AECN,,,AGRICULTURAL ECONOMICS,17
2005,Agri Sci & Natl Res,B1ED,HISP,M,AEDU,,,AGRICULTURAL EDUCATION,1
2005,Agri Sci & Natl Res,B1ED,WH,F,AEDU,,,AGRICULTURAL EDUCATION,9
2005,Agri Sci & Natl Res,B1ED,WH,M,AEDU,,,AGRICULTURAL EDUCATION,3
2005,Agri Sci & Natl Res,B1AJ,HISP,M,AJRN,,,AGRICULTURAL JOURNALISM,1
2005,Agri Sci & Natl Res,B1AJ,WH,F,AJRN,,,AGRICULTURAL JOURNALISM,1
2005,Agri Sci & Natl Res,B1AG,UNK,M,AGRO,,,AGRONOMY,1
2005,Agri Sci & Natl Res,B1AG,WH,M,AGRO,,,AGRONOMY,12
2005,Agri Sci & Natl Res,BSAS,AI/AN,M,ASCI,,,ANIMAL SCIENCE,1
2005,Agri Sci & Natl Res,B1AS,BLK,F,ASCI,,,ANIMAL SCIENCE,1
2005,Agri Sci & Natl Res,B1AS,UNK,F,ASCI,,,ANIMAL SCIENCE,1
2005,Agri Sci & Natl Res,BSAS,WH,F,ASCI,,,ANIMAL SCIENCE,1
2005,Agri Sci & Natl Res,B1AS,WH,F,ASCI,,,ANIMAL SCIENCE,16
2005,Agri Sci & Natl Res,BSAS,WH,M,ASCI,,,ANIMAL SCIENCE,2
2005,Agri Sci & Natl Res,B1AS,WH,M,ASCI,,,ANIMAL SCIENCE,11
2005,Agri Sci & Natl Res,B1BC,ASI,F,BIOC,,,BIOCHEMISTRY,3
2005,Agri Sci & Natl Res,BSAS,WH,F,BIOC,,,BIOCHEMISTRY,1
2005,Agri Sci & Natl Res,B1BC,WH,F,BIOC,,,BIOCHEMISTRY,10
2005,Agri Sci & Natl Res,BSAS,WH,M,BIOC,,,BIOCHEMISTRY,1
2005,Agri Sci & Natl Res,B1BC,WH,M,BIOC,,,BIOCHEMISTRY,6
2005,Agri Sci & Natl Res,B1DA,BLK,M,DVAG,,,DIVERSIFIED AGRICULTURAL STUDIES,1
2005,Agri Sci & Natl Res,B1DA,WH,F,DVAG,,,DIVERSIFIED AGRICULTURAL STUDIES,1
2005,Agri Sci & Natl Res,BSAS,WH,M,DVAG,,,DIVERSIFIED AGRICULTURAL STUDIES,2
2005,Agri Sci & Natl Res,B1DA,WH,M,DVAG,,,DIVERSIFIED AGRICULTURAL STUDIES,13
2005,Agri Sci & Natl Res,B1ES,WH,F,ENVR,,,ENVIRONMENTAL STUDIES,3
2005,Agri Sci & Natl Res,B1ES,WH,M,ENVR,,,ENVIRONMENTAL STUDIES,4
