Year,College,Deg ID,Ethnicity,Gender,Maj 1,Maj 2,Maj 3,Major Name ,Number of Records
2002,Agri Sci & Natl Res,BSNR,WH,M,SOIL,,,* SOIL SCIENCE,1
2002,Agri Sci & Natl Res,BSAS,WH,F,ABUS,,,AGRIBUSINESS,10
2002,Agri Sci & Natl Res,BSAS,WH,M,ABUS,,,AGRIBUSINESS,29
2002,Agri Sci & Natl Res,BSAS,WH,F,ABUS,AECN,,AGRIBUSINESS,3
2002,Agri Sci & Natl Res,BSAS,WH,M,ABUS,AECN,,AGRIBUSINESS,5
2002,Agri Sci & Natl Res,BSAS,WH,F,ABUS,AGRO,,AGRIBUSINESS,1
2002,Agri Sci & Natl Res,BSAS,WH,F,AECN,,,AGRICULTURAL ECONOMICS,5
2002,Agri Sci & Natl Res,BSAS,WH,M,AECN,,,AGRICULTURAL ECONOMICS,20
2002,Agri Sci & Natl Res,BSAS,WH,M,AECN,ABUS,,AGRICULTURAL ECONOMICS,1
2002,Agri Sci & Natl Res,BSAS,WH,F,AEDU,,,AGRICULTURAL EDUCATION,9
2002,Agri Sci & Natl Res,BSAS,WH,M,AEDU,,,AGRICULTURAL EDUCATION,6
2002,Agri Sci & Natl Res,BSAS,WH,F,AJRN,,,AGRICULTURAL JOURNALISM,2
2002,Agri Sci & Natl Res,BSAS,BLK,M,AGRO,,,AGRONOMY,1
2002,Agri Sci & Natl Res,BSAS,UNK,M,AGRO,,,AGRONOMY,1
2002,Agri Sci & Natl Res,BSAS,WH,F,AGRO,,,AGRONOMY,5
2002,Agri Sci & Natl Res,BSAS,WH,M,AGRO,,,AGRONOMY,16
2002,Agri Sci & Natl Res,BSAS,AI/AN,F,ASCI,,,ANIMAL SCIENCE,1
2002,Agri Sci & Natl Res,BSAS,UNK,M,ASCI,,,ANIMAL SCIENCE,1
2002,Agri Sci & Natl Res,BSAS,WH,F,ASCI,,,ANIMAL SCIENCE,19
2002,Agri Sci & Natl Res,BSAS,WH,M,ASCI,,,ANIMAL SCIENCE,13
