Year,Semester,College/Division,Department ,LEVEL,Level,SCH (w/ zeros)
2013,Spring,Agri Sci & Natl Resources,Veterinary & Biomedical Sciences,Course Level,900,60.99999999
2013,Spring,Agri Sci & Natl Resources,Statistics,Course Level,900,306
2013,Spring,Agri Sci & Natl Resources,School of Natural Resources,Course Level,900,167
2013,Spring,Agri Sci & Natl Resources,Plant Pathology,Course Level,900,28
2013,Spring,Agri Sci & Natl Resources,Horticulture,Course Level,900,18
2013,Spring,Agri Sci & Natl Resources,Food Science & Technology,Course Level,900,156
2013,Spring,Agri Sci & Natl Resources,Entomology,Course Level,900,84.99999996
2013,Spring,Agri Sci & Natl Resources,Center for Grassland Studies,Course Level,900,0
2013,Spring,Agri Sci & Natl Resources,Center for Biological Chemistry,Course Level,900,154.9999999
2013,Spring,Agri Sci & Natl Resources,Biological Systems Engineering,Course Level,900,84
2013,Spring,Agri Sci & Natl Resources,Animal Science,Course Level,900,132.9999999
2013,Spring,Agri Sci & Natl Resources,Agronomy,Course Level,900,269.9999996
2013,Spring,Agri Sci & Natl Resources,Agricultural Economics,Course Level,900,37.99999999
2013,Spring,Agri Sci & Natl Resources,Agri Leadership Educ & Comm,Course Level,900,75
2013,Spring,Agri Sci & Natl Resources,Agri & Natl Res - Dean's Office,Course Level,900,0
2013,Spring,Agri Sci & Natl Resources,Veterinary & Biomedical Sciences,Course Level,800,29
2013,Spring,Agri Sci & Natl Resources,Statistics,Course Level,800,756
2013,Spring,Agri Sci & Natl Resources,School of Natural Resources,Course Level,800,448
2013,Spring,Agri Sci & Natl Resources,Plant Pathology,Course Level,800,37
2013,Spring,Agri Sci & Natl Resources,Horticulture,Course Level,800,102
2013,Spring,Agri Sci & Natl Resources,Food Science & Technology,Course Level,800,125
2013,Spring,Agri Sci & Natl Resources,Entomology,Course Level,800,417
2013,Spring,Agri Sci & Natl Resources,Center for Grassland Studies,Course Level,800,0
2013,Spring,Agri Sci & Natl Resources,Center for Biological Chemistry,Course Level,800,162
2013,Spring,Agri Sci & Natl Resources,Biological Systems Engineering,Course Level,800,71
2013,Spring,Agri Sci & Natl Resources,Animal Science,Course Level,800,193
2013,Spring,Agri Sci & Natl Resources,Agronomy,Course Level,800,378
2013,Spring,Agri Sci & Natl Resources,Agricultural Economics,Course Level,800,62
2013,Spring,Agri Sci & Natl Resources,Agri Leadership Educ & Comm,Course Level,800,243
2013,Spring,Agri Sci & Natl Resources,Agri & Natl Res - Dean's Office,Course Level,800,6
2013,Spring,Agri Sci & Natl Resources,Veterinary & Biomedical Sciences,Course Level,700,0
2013,Spring,Agri Sci & Natl Resources,Statistics,Course Level,700,0
2013,Spring,Agri Sci & Natl Resources,School of Natural Resources,Course Level,700,0
2013,Spring,Agri Sci & Natl Resources,Plant Pathology,Course Level,700,0
2013,Spring,Agri Sci & Natl Resources,Horticulture,Course Level,700,0
2013,Spring,Agri Sci & Natl Resources,Food Science & Technology,Course Level,700,0
2013,Spring,Agri Sci & Natl Resources,Entomology,Course Level,700,0
2013,Spring,Agri Sci & Natl Resources,Center for Grassland Studies,Course Level,700,0
2013,Spring,Agri Sci & Natl Resources,Center for Biological Chemistry,Course Level,700,0
2013,Spring,Agri Sci & Natl Resources,Biological Systems Engineering,Course Level,700,0
2013,Spring,Agri Sci & Natl Resources,Animal Science,Course Level,700,0
2013,Spring,Agri Sci & Natl Resources,Agronomy,Course Level,700,0
2013,Spring,Agri Sci & Natl Resources,Agricultural Economics,Course Level,700,0
2013,Spring,Agri Sci & Natl Resources,Agri Leadership Educ & Comm,Course Level,700,0
2013,Spring,Agri Sci & Natl Resources,Agri & Natl Res - Dean's Office,Course Level,700,0
2013,Spring,Agri Sci & Natl Resources,Veterinary & Biomedical Sciences,Course Level,600,740
2013,Spring,Agri Sci & Natl Resources,Statistics,Course Level,600,0
2013,Spring,Agri Sci & Natl Resources,School of Natural Resources,Course Level,600,0
2013,Spring,Agri Sci & Natl Resources,Plant Pathology,Course Level,600,0
2013,Spring,Agri Sci & Natl Resources,Horticulture,Course Level,600,0
2013,Spring,Agri Sci & Natl Resources,Food Science & Technology,Course Level,600,0
2013,Spring,Agri Sci & Natl Resources,Entomology,Course Level,600,0
2013,Spring,Agri Sci & Natl Resources,Center for Grassland Studies,Course Level,600,0
2013,Spring,Agri Sci & Natl Resources,Center for Biological Chemistry,Course Level,600,0
2013,Spring,Agri Sci & Natl Resources,Biological Systems Engineering,Course Level,600,0
2013,Spring,Agri Sci & Natl Resources,Animal Science,Course Level,600,0
2013,Spring,Agri Sci & Natl Resources,Agronomy,Course Level,600,0
2013,Spring,Agri Sci & Natl Resources,Agricultural Economics,Course Level,600,0
2013,Spring,Agri Sci & Natl Resources,Agri Leadership Educ & Comm,Course Level,600,0
2013,Spring,Agri Sci & Natl Resources,Agri & Natl Res - Dean's Office,Course Level,600,0
2013,Spring,Agri Sci & Natl Resources,Veterinary & Biomedical Sciences,Course Level,500,335
2013,Spring,Agri Sci & Natl Resources,Statistics,Course Level,500,0
2013,Spring,Agri Sci & Natl Resources,School of Natural Resources,Course Level,500,0
2013,Spring,Agri Sci & Natl Resources,Plant Pathology,Course Level,500,0
2013,Spring,Agri Sci & Natl Resources,Horticulture,Course Level,500,0
2013,Spring,Agri Sci & Natl Resources,Food Science & Technology,Course Level,500,0
2013,Spring,Agri Sci & Natl Resources,Entomology,Course Level,500,0
2013,Spring,Agri Sci & Natl Resources,Center for Grassland Studies,Course Level,500,0
2013,Spring,Agri Sci & Natl Resources,Center for Biological Chemistry,Course Level,500,0
