Year,Semester,College/Division,Department ,LEVEL,Level,SCH (w/ zeros)
2009,Spring,Agri Sci & Natl Resources,Veterinary & Biomedical Sciences,Course Level,900,121
2009,Spring,Agri Sci & Natl Resources,Statistics,Course Level,900,207
2009,Spring,Agri Sci & Natl Resources,School of Natural Resources,Course Level,900,150
2009,Spring,Agri Sci & Natl Resources,Plant Pathology,Course Level,900,0
2009,Spring,Agri Sci & Natl Resources,Horticulture - Omaha,Course Level,900,0
2009,Spring,Agri Sci & Natl Resources,Horticulture,Course Level,900,20
2009,Spring,Agri Sci & Natl Resources,Food Science and Technology - Omaha,Course Level,900,0
2009,Spring,Agri Sci & Natl Resources,Food Science & Technology,Course Level,900,85
2009,Spring,Agri Sci & Natl Resources,Entomology,Course Level,900,76.99999999
2009,Spring,Agri Sci & Natl Resources,Center for Grassland Studies,Course Level,900,0
2009,Spring,Agri Sci & Natl Resources,Center for Biological Chemistry,Course Level,900,87
2009,Spring,Agri Sci & Natl Resources,Biological Systems Engineering,Course Level,900,68
2009,Spring,Agri Sci & Natl Resources,Animal Science,Course Level,900,130
2009,Spring,Agri Sci & Natl Resources,Agronomy,Course Level,900,187
2009,Spring,Agri Sci & Natl Resources,Agricultural Economics,Course Level,900,16
2009,Spring,Agri Sci & Natl Resources,Agri Leadership Educ & Comm,Course Level,900,195
2009,Spring,Agri Sci & Natl Resources,Agri & Natl Res - Dean's Office,Course Level,900,0
2009,Spring,Agri Sci & Natl Resources,Veterinary & Biomedical Sciences,Course Level,800,34
2009,Spring,Agri Sci & Natl Resources,Statistics,Course Level,800,648
2009,Spring,Agri Sci & Natl Resources,School of Natural Resources,Course Level,800,339
2009,Spring,Agri Sci & Natl Resources,Plant Pathology,Course Level,800,24
2009,Spring,Agri Sci & Natl Resources,Horticulture - Omaha,Course Level,800,0
2009,Spring,Agri Sci & Natl Resources,Horticulture,Course Level,800,103
2009,Spring,Agri Sci & Natl Resources,Food Science and Technology - Omaha,Course Level,800,0
2009,Spring,Agri Sci & Natl Resources,Food Science & Technology,Course Level,800,191
2009,Spring,Agri Sci & Natl Resources,Entomology,Course Level,800,309
2009,Spring,Agri Sci & Natl Resources,Center for Grassland Studies,Course Level,800,0
2009,Spring,Agri Sci & Natl Resources,Center for Biological Chemistry,Course Level,800,256
2009,Spring,Agri Sci & Natl Resources,Biological Systems Engineering,Course Level,800,35
2009,Spring,Agri Sci & Natl Resources,Animal Science,Course Level,800,204
2009,Spring,Agri Sci & Natl Resources,Agronomy,Course Level,800,178
2009,Spring,Agri Sci & Natl Resources,Agricultural Economics,Course Level,800,117
2009,Spring,Agri Sci & Natl Resources,Agri Leadership Educ & Comm,Course Level,800,338
2009,Spring,Agri Sci & Natl Resources,Agri & Natl Res - Dean's Office,Course Level,800,6
2009,Spring,Agri Sci & Natl Resources,Veterinary & Biomedical Sciences,Course Level,700,0
2009,Spring,Agri Sci & Natl Resources,Statistics,Course Level,700,0
2009,Spring,Agri Sci & Natl Resources,School of Natural Resources,Course Level,700,0
2009,Spring,Agri Sci & Natl Resources,Plant Pathology,Course Level,700,0
2009,Spring,Agri Sci & Natl Resources,Horticulture - Omaha,Course Level,700,0
2009,Spring,Agri Sci & Natl Resources,Horticulture,Course Level,700,0
2009,Spring,Agri Sci & Natl Resources,Food Science and Technology - Omaha,Course Level,700,0
2009,Spring,Agri Sci & Natl Resources,Food Science & Technology,Course Level,700,0
2009,Spring,Agri Sci & Natl Resources,Entomology,Course Level,700,0
2009,Spring,Agri Sci & Natl Resources,Center for Grassland Studies,Course Level,700,0
2009,Spring,Agri Sci & Natl Resources,Center for Biological Chemistry,Course Level,700,0
2009,Spring,Agri Sci & Natl Resources,Biological Systems Engineering,Course Level,700,0
2009,Spring,Agri Sci & Natl Resources,Animal Science,Course Level,700,0
2009,Spring,Agri Sci & Natl Resources,Agronomy,Course Level,700,0
2009,Spring,Agri Sci & Natl Resources,Agricultural Economics,Course Level,700,0
2009,Spring,Agri Sci & Natl Resources,Agri Leadership Educ & Comm,Course Level,700,0
2009,Spring,Agri Sci & Natl Resources,Agri & Natl Res - Dean's Office,Course Level,700,0
2009,Spring,Agri Sci & Natl Resources,Veterinary & Biomedical Sciences,Course Level,600,624
2009,Spring,Agri Sci & Natl Resources,Statistics,Course Level,600,0
2009,Spring,Agri Sci & Natl Resources,School of Natural Resources,Course Level,600,0
2009,Spring,Agri Sci & Natl Resources,Plant Pathology,Course Level,600,0
2009,Spring,Agri Sci & Natl Resources,Horticulture - Omaha,Course Level,600,0
2009,Spring,Agri Sci & Natl Resources,Horticulture,Course Level,600,0
2009,Spring,Agri Sci & Natl Resources,Food Science and Technology - Omaha,Course Level,600,0
2009,Spring,Agri Sci & Natl Resources,Food Science & Technology,Course Level,600,0
2009,Spring,Agri Sci & Natl Resources,Entomology,Course Level,600,0
2009,Spring,Agri Sci & Natl Resources,Center for Grassland Studies,Course Level,600,0
2009,Spring,Agri Sci & Natl Resources,Center for Biological Chemistry,Course Level,600,0
2009,Spring,Agri Sci & Natl Resources,Biological Systems Engineering,Course Level,600,0
2009,Spring,Agri Sci & Natl Resources,Animal Science,Course Level,600,0
2009,Spring,Agri Sci & Natl Resources,Agronomy,Course Level,600,0
2009,Spring,Agri Sci & Natl Resources,Agricultural Economics,Course Level,600,0
2009,Spring,Agri Sci & Natl Resources,Agri Leadership Educ & Comm,Course Level,600,0
2009,Spring,Agri Sci & Natl Resources,Agri & Natl Res - Dean's Office,Course Level,600,0
2009,Spring,Agri Sci & Natl Resources,Veterinary & Biomedical Sciences,Course Level,500,319
2009,Spring,Agri Sci & Natl Resources,Statistics,Course Level,500,0
2009,Spring,Agri Sci & Natl Resources,School of Natural Resources,Course Level,500,0
2009,Spring,Agri Sci & Natl Resources,Plant Pathology,Course Level,500,0
2009,Spring,Agri Sci & Natl Resources,Horticulture - Omaha,Course Level,500,0
2009,Spring,Agri Sci & Natl Resources,Horticulture,Course Level,500,0
2009,Spring,Agri Sci & Natl Resources,Food Science and Technology - Omaha,Course Level,500,0
2009,Spring,Agri Sci & Natl Resources,Food Science & Technology,Course Level,500,0
2009,Spring,Agri Sci & Natl Resources,Entomology,Course Level,500,0
2009,Spring,Agri Sci & Natl Resources,Center for Grassland Studies,Course Level,500,0
2009,Spring,Agri Sci & Natl Resources,Center for Biological Chemistry,Course Level,500,0
2009,Spring,Agri Sci & Natl Resources,Biological Systems Engineering,Course Level,500,0
2009,Spring,Agri Sci & Natl Resources,Animal Science,Course Level,500,0
2009,Spring,Agri Sci & Natl Resources,Agronomy,Course Level,500,0
2009,Spring,Agri Sci & Natl Resources,Agricultural Economics,Course Level,500,0
2009,Spring,Agri Sci & Natl Resources,Agri Leadership Educ & Comm,Course Level,500,0
2009,Spring,Agri Sci & Natl Resources,Agri & Natl Res - Dean's Office,Course Level,500,0
2009,Spring,Agri Sci & Natl Resources,Veterinary & Biomedical Sciences,Course Level,400,125
2009,Spring,Agri Sci & Natl Resources,Statistics,Course Level,400,174
2009,Spring,Agri Sci & Natl Resources,School of Natural Resources,Course Level,400,514
2009,Spring,Agri Sci & Natl Resources,Plant Pathology,Course Level,400,0
2009,Spring,Agri Sci & Natl Resources,Horticulture - Omaha,Course Level,400,0
2009,Spring,Agri Sci & Natl Resources,Horticulture,Course Level,400,277
2009,Spring,Agri Sci & Natl Resources,Food Science and Technology - Omaha,Course Level,400,0
2009,Spring,Agri Sci & Natl Resources,Food Science & Technology,Course Level,400,255
2009,Spring,Agri Sci & Natl Resources,Entomology,Course Level,400,194
2009,Spring,Agri Sci & Natl Resources,Center for Grassland Studies,Course Level,400,48
2009,Spring,Agri Sci & Natl Resources,Center for Biological Chemistry,Course Level,400,843
2009,Spring,Agri Sci & Natl Resources,Biological Systems Engineering,Course Level,400,262
2009,Spring,Agri Sci & Natl Resources,Animal Science,Course Level,400,304
2009,Spring,Agri Sci & Natl Resources,Agronomy,Course Level,400,325
2009,Spring,Agri Sci & Natl Resources,Agricultural Economics,Course Level,400,521
2009,Spring,Agri Sci & Natl Resources,Agri Leadership Educ & Comm,Course Level,400,368
2009,Spring,Agri Sci & Natl Resources,Agri & Natl Res - Dean's Office,Course Level,400,46
2009,Spring,Agri Sci & Natl Resources,Veterinary & Biomedical Sciences,Course Level,300,96
2009,Spring,Agri Sci & Natl Resources,Statistics,Course Level,300,288
