Year,Semester,College/Division,Department ,LEVEL,Level,SCH (w/ zeros)
2011,Summer,Agri Sci & Natl Resources,Veterinary & Biomedical Sciences,Course Level,900,99
2011,Summer,Agri Sci & Natl Resources,Statistics,Course Level,900,2
2011,Summer,Agri Sci & Natl Resources,School of Natural Resources,Course Level,900,121
2011,Summer,Agri Sci & Natl Resources,Plant Pathology,Course Level,900,0
2011,Summer,Agri Sci & Natl Resources,Horticulture,Course Level,900,16
2011,Summer,Agri Sci & Natl Resources,Food Science & Technology,Course Level,900,31
2011,Summer,Agri Sci & Natl Resources,Entomology,Course Level,900,89.99999998
2011,Summer,Agri Sci & Natl Resources,Center for Biological Chemistry,Course Level,900,229.9999999
2011,Summer,Agri Sci & Natl Resources,Biological Systems Engineering,Course Level,900,33
2011,Summer,Agri Sci & Natl Resources,Animal Science,Course Level,900,81.99999999
2011,Summer,Agri Sci & Natl Resources,Agronomy,Course Level,900,150.9999999
2011,Summer,Agri Sci & Natl Resources,Agricultural Economics,Course Level,900,94.99999999
2011,Summer,Agri Sci & Natl Resources,Agri Leadership Educ & Comm,Course Level,900,120
2011,Summer,Agri Sci & Natl Resources,Agri & Natl Res - Dean's Office,Course Level,900,0
2011,Summer,Agri Sci & Natl Resources,Veterinary & Biomedical Sciences,Course Level,800,26
2011,Summer,Agri Sci & Natl Resources,Statistics,Course Level,800,41
2011,Summer,Agri Sci & Natl Resources,School of Natural Resources,Course Level,800,140
2011,Summer,Agri Sci & Natl Resources,Plant Pathology,Course Level,800,0
2011,Summer,Agri Sci & Natl Resources,Horticulture,Course Level,800,23
2011,Summer,Agri Sci & Natl Resources,Food Science & Technology,Course Level,800,80
2011,Summer,Agri Sci & Natl Resources,Entomology,Course Level,800,359
2011,Summer,Agri Sci & Natl Resources,Center for Biological Chemistry,Course Level,800,45
2011,Summer,Agri Sci & Natl Resources,Biological Systems Engineering,Course Level,800,20
2011,Summer,Agri Sci & Natl Resources,Animal Science,Course Level,800,114
2011,Summer,Agri Sci & Natl Resources,Agronomy,Course Level,800,197
2011,Summer,Agri Sci & Natl Resources,Agricultural Economics,Course Level,800,16
2011,Summer,Agri Sci & Natl Resources,Agri Leadership Educ & Comm,Course Level,800,117
2011,Summer,Agri Sci & Natl Resources,Agri & Natl Res - Dean's Office,Course Level,800,0
2011,Summer,Agri Sci & Natl Resources,Veterinary & Biomedical Sciences,Course Level,700,0
2011,Summer,Agri Sci & Natl Resources,Statistics,Course Level,700,0
2011,Summer,Agri Sci & Natl Resources,School of Natural Resources,Course Level,700,0
2011,Summer,Agri Sci & Natl Resources,Plant Pathology,Course Level,700,0
2011,Summer,Agri Sci & Natl Resources,Horticulture,Course Level,700,0
2011,Summer,Agri Sci & Natl Resources,Food Science & Technology,Course Level,700,0
2011,Summer,Agri Sci & Natl Resources,Entomology,Course Level,700,0
2011,Summer,Agri Sci & Natl Resources,Center for Biological Chemistry,Course Level,700,0
2011,Summer,Agri Sci & Natl Resources,Biological Systems Engineering,Course Level,700,0
2011,Summer,Agri Sci & Natl Resources,Animal Science,Course Level,700,0
2011,Summer,Agri Sci & Natl Resources,Agronomy,Course Level,700,0
2011,Summer,Agri Sci & Natl Resources,Agricultural Economics,Course Level,700,0
2011,Summer,Agri Sci & Natl Resources,Agri Leadership Educ & Comm,Course Level,700,0
2011,Summer,Agri Sci & Natl Resources,Agri & Natl Res - Dean's Office,Course Level,700,0
2011,Summer,Agri Sci & Natl Resources,Veterinary & Biomedical Sciences,Course Level,600,0
2011,Summer,Agri Sci & Natl Resources,Statistics,Course Level,600,0
2011,Summer,Agri Sci & Natl Resources,School of Natural Resources,Course Level,600,0
2011,Summer,Agri Sci & Natl Resources,Plant Pathology,Course Level,600,0
2011,Summer,Agri Sci & Natl Resources,Horticulture,Course Level,600,0
2011,Summer,Agri Sci & Natl Resources,Food Science & Technology,Course Level,600,0
2011,Summer,Agri Sci & Natl Resources,Entomology,Course Level,600,0
2011,Summer,Agri Sci & Natl Resources,Center for Biological Chemistry,Course Level,600,0
2011,Summer,Agri Sci & Natl Resources,Biological Systems Engineering,Course Level,600,0
2011,Summer,Agri Sci & Natl Resources,Animal Science,Course Level,600,0
2011,Summer,Agri Sci & Natl Resources,Agronomy,Course Level,600,0
2011,Summer,Agri Sci & Natl Resources,Agricultural Economics,Course Level,600,0
2011,Summer,Agri Sci & Natl Resources,Agri Leadership Educ & Comm,Course Level,600,0
2011,Summer,Agri Sci & Natl Resources,Agri & Natl Res - Dean's Office,Course Level,600,16
2011,Summer,Agri Sci & Natl Resources,Veterinary & Biomedical Sciences,Course Level,500,0
2011,Summer,Agri Sci & Natl Resources,Statistics,Course Level,500,0
2011,Summer,Agri Sci & Natl Resources,School of Natural Resources,Course Level,500,0
2011,Summer,Agri Sci & Natl Resources,Plant Pathology,Course Level,500,0
2011,Summer,Agri Sci & Natl Resources,Horticulture,Course Level,500,0
2011,Summer,Agri Sci & Natl Resources,Food Science & Technology,Course Level,500,0
2011,Summer,Agri Sci & Natl Resources,Entomology,Course Level,500,0
2011,Summer,Agri Sci & Natl Resources,Center for Biological Chemistry,Course Level,500,0
2011,Summer,Agri Sci & Natl Resources,Biological Systems Engineering,Course Level,500,0
2011,Summer,Agri Sci & Natl Resources,Animal Science,Course Level,500,0
2011,Summer,Agri Sci & Natl Resources,Agronomy,Course Level,500,0
2011,Summer,Agri Sci & Natl Resources,Agricultural Economics,Course Level,500,0
2011,Summer,Agri Sci & Natl Resources,Agri Leadership Educ & Comm,Course Level,500,0
2011,Summer,Agri Sci & Natl Resources,Agri & Natl Res - Dean's Office,Course Level,500,0
2011,Summer,Agri Sci & Natl Resources,Veterinary & Biomedical Sciences,Course Level,400,0
2011,Summer,Agri Sci & Natl Resources,Statistics,Course Level,400,0
2011,Summer,Agri Sci & Natl Resources,School of Natural Resources,Course Level,400,41
2011,Summer,Agri Sci & Natl Resources,Plant Pathology,Course Level,400,1
2011,Summer,Agri Sci & Natl Resources,Horticulture,Course Level,400,0
2011,Summer,Agri Sci & Natl Resources,Food Science & Technology,Course Level,400,0
2011,Summer,Agri Sci & Natl Resources,Entomology,Course Level,400,40
2011,Summer,Agri Sci & Natl Resources,Center for Biological Chemistry,Course Level,400,6
2011,Summer,Agri Sci & Natl Resources,Biological Systems Engineering,Course Level,400,51
2011,Summer,Agri Sci & Natl Resources,Animal Science,Course Level,400,24
2011,Summer,Agri Sci & Natl Resources,Agronomy,Course Level,400,16
2011,Summer,Agri Sci & Natl Resources,Agricultural Economics,Course Level,400,0
2011,Summer,Agri Sci & Natl Resources,Agri Leadership Educ & Comm,Course Level,400,44
2011,Summer,Agri Sci & Natl Resources,Agri & Natl Res - Dean's Office,Course Level,400,0
2011,Summer,Agri Sci & Natl Resources,Veterinary & Biomedical Sciences,Course Level,300,0
2011,Summer,Agri Sci & Natl Resources,Statistics,Course Level,300,138
2011,Summer,Agri Sci & Natl Resources,School of Natural Resources,Course Level,300,15
2011,Summer,Agri Sci & Natl Resources,Plant Pathology,Course Level,300,0
2011,Summer,Agri Sci & Natl Resources,Horticulture,Course Level,300,3
2011,Summer,Agri Sci & Natl Resources,Food Science & Technology,Course Level,300,6
2011,Summer,Agri Sci & Natl Resources,Entomology,Course Level,300,0
2011,Summer,Agri Sci & Natl Resources,Center for Biological Chemistry,Course Level,300,0
2011,Summer,Agri Sci & Natl Resources,Biological Systems Engineering,Course Level,300,0
2011,Summer,Agri Sci & Natl Resources,Animal Science,Course Level,300,35
2011,Summer,Agri Sci & Natl Resources,Agronomy,Course Level,300,1
2011,Summer,Agri Sci & Natl Resources,Agricultural Economics,Course Level,300,2
2011,Summer,Agri Sci & Natl Resources,Agri Leadership Educ & Comm,Course Level,300,12
2011,Summer,Agri Sci & Natl Resources,Agri & Natl Res - Dean's Office,Course Level,300,66
2011,Summer,Agri Sci & Natl Resources,Veterinary & Biomedical Sciences,Course Level,200,0
2011,Summer,Agri Sci & Natl Resources,Statistics,Course Level,200,744
2011,Summer,Agri Sci & Natl Resources,School of Natural Resources,Course Level,200,0
2011,Summer,Agri Sci & Natl Resources,Plant Pathology,Course Level,200,0
2011,Summer,Agri Sci & Natl Resources,Horticulture,Course Level,200,0
2011,Summer,Agri Sci & Natl Resources,Food Science & Technology,Course Level,200,0
2011,Summer,Agri Sci & Natl Resources,Entomology,Course Level,200,0
2011,Summer,Agri Sci & Natl Resources,Center for Biological Chemistry,Course Level,200,0
2011,Summer,Agri Sci & Natl Resources,Biological Systems Engineering,Course Level,200,0
2011,Summer,Agri Sci & Natl Resources,Animal Science,Course Level,200,18
2011,Summer,Agri Sci & Natl Resources,Agronomy,Course Level,200,64
2011,Summer,Agri Sci & Natl Resources,Agricultural Economics,Course Level,200,0
2011,Summer,Agri Sci & Natl Resources,Agri Leadership Educ & Comm,Course Level,200,0
2011,Summer,Agri Sci & Natl Resources,Agri & Natl Res - Dean's Office,Course Level,200,0
2011,Summer,Agri Sci & Natl Resources,Veterinary & Biomedical Sciences,Course Level,100,0
2011,Summer,Agri Sci & Natl Resources,Statistics,Course Level,100,0
2011,Summer,Agri Sci & Natl Resources,School of Natural Resources,Course Level,100,0
2011,Summer,Agri Sci & Natl Resources,Plant Pathology,Course Level,100,0
2011,Summer,Agri Sci & Natl Resources,Horticulture,Course Level,100,6
2011,Summer,Agri Sci & Natl Resources,Food Science & Technology,Course Level,100,81
2011,Summer,Agri Sci & Natl Resources,Entomology,Course Level,100,0
2011,Summer,Agri Sci & Natl Resources,Center for Biological Chemistry,Course Level,100,0
2011,Summer,Agri Sci & Natl Resources,Biological Systems Engineering,Course Level,100,0
2011,Summer,Agri Sci & Natl Resources,Animal Science,Course Level,100,0
2011,Summer,Agri Sci & Natl Resources,Agronomy,Course Level,100,21
2011,Summer,Agri Sci & Natl Resources,Agricultural Economics,Course Level,100,0
2011,Summer,Agri Sci & Natl Resources,Agri Leadership Educ & Comm,Course Level,100,0
2011,Summer,Agri Sci & Natl Resources,Agri & Natl Res - Dean's Office,Course Level,100,39
2011,Summer,Agri Sci & Natl Resources,Veterinary & Biomedical Sciences,Course Level,<100,0
2011,Summer,Agri Sci & Natl Resources,Statistics,Course Level,<100,0
2011,Summer,Agri Sci & Natl Resources,School of Natural Resources,Course Level,<100,0
2011,Summer,Agri Sci & Natl Resources,Plant Pathology,Course Level,<100,0
2011,Summer,Agri Sci & Natl Resources,Horticulture,Course Level,<100,0
2011,Summer,Agri Sci & Natl Resources,Food Science & Technology,Course Level,<100,0
2011,Summer,Agri Sci & Natl Resources,Entomology,Course Level,<100,0
2011,Summer,Agri Sci & Natl Resources,Center for Biological Chemistry,Course Level,<100,0
2011,Summer,Agri Sci & Natl Resources,Biological Systems Engineering,Course Level,<100,0
2011,Summer,Agri Sci & Natl Resources,Animal Science,Course Level,<100,0
2011,Summer,Agri Sci & Natl Resources,Agronomy,Course Level,<100,0
2011,Summer,Agri Sci & Natl Resources,Agricultural Economics,Course Level,<100,0
2011,Summer,Agri Sci & Natl Resources,Agri Leadership Educ & Comm,Course Level,<100,0
2011,Summer,Agri Sci & Natl Resources,Agri & Natl Res - Dean's Office,Course Level,<100,0
2011,Summer,Architecture,Comm & Regional Planning,Course Level,900,0
2011,Summer,Architecture,Architecture,Course Level,900,0
2011,Summer,Architecture,Comm & Regional Planning,Course Level,800,74
2011,Summer,Architecture,Architecture,Course Level,800,48
2011,Summer,Architecture,Comm & Regional Planning,Course Level,700,0
2011,Summer,Architecture,Architecture,Course Level,700,0
2011,Summer,Architecture,Comm & Regional Planning,Course Level,600,0
2011,Summer,Architecture,Architecture,Course Level,600,96
2011,Summer,Architecture,Comm & Regional Planning,Course Level,500,0
2011,Summer,Architecture,Architecture,Course Level,500,56
2011,Summer,Architecture,Comm & Regional Planning,Course Level,400,3
2011,Summer,Architecture,Architecture,Course Level,400,240
2011,Summer,Architecture,Comm & Regional Planning,Course Level,300,0
2011,Summer,Architecture,Architecture,Course Level,300,297
2011,Summer,Architecture,Comm & Regional Planning,Course Level,200,0
2011,Summer,Architecture,Architecture,Course Level,200,69
2011,Summer,Architecture,Comm & Regional Planning,Course Level,100,0
2011,Summer,Architecture,Architecture,Course Level,100,110
2011,Summer,Architecture,Comm & Regional Planning,Course Level,<100,0
2011,Summer,Architecture,Architecture,Course Level,<100,0
2011,Summer,Arts & Sciences,Sociology,Course Level,900,12
2011,Summer,Arts & Sciences,School of Biological Sciences,Course Level,900,213.9999999
2011,Summer,Arts & Sciences,Psychology,Course Level,900,547.9999999
2011,Summer,Arts & Sciences,Political Science,Course Level,900,41
2011,Summer,Arts & Sciences,Physics & Astronomy,Course Level,900,388.9999997
2011,Summer,Arts & Sciences,Philosophy,Course Level,900,65
2011,Summer,Arts & Sciences,Modern Languages & Literatures,Course Level,900,14
2011,Summer,Arts & Sciences,Mathematics,Course Level,900,88.99999997
2011,Summer,Arts & Sciences,Institute for Ethnic Studies,Course Level,900,0
2011,Summer,Arts & Sciences,History,Course Level,900,86.99999999
2011,Summer,Arts & Sciences,Great Plains Studies Program,Course Level,900,0
