Year,Semester,College/Division,Department ,LEVEL,Level,SCH (w/ zeros)
2010,Fall,Agri Sci & Natl Resources,Veterinary & Biomedical Sciences,Course Level,900,106
2010,Fall,Agri Sci & Natl Resources,Statistics,Course Level,900,164
2010,Fall,Agri Sci & Natl Resources,School of Natural Resources,Course Level,900,193
2010,Fall,Agri Sci & Natl Resources,Plant Pathology,Course Level,900,0
2010,Fall,Agri Sci & Natl Resources,Horticulture,Course Level,900,12
2010,Fall,Agri Sci & Natl Resources,Food Science & Technology,Course Level,900,149
2010,Fall,Agri Sci & Natl Resources,Entomology,Course Level,900,126
2010,Fall,Agri Sci & Natl Resources,Center for Grassland Studies,Course Level,900,0
2010,Fall,Agri Sci & Natl Resources,Center for Biological Chemistry,Course Level,900,286
2010,Fall,Agri Sci & Natl Resources,Biological Systems Engineering,Course Level,900,43
2010,Fall,Agri Sci & Natl Resources,Animal Science,Course Level,900,156
2010,Fall,Agri Sci & Natl Resources,Agronomy,Course Level,900,217.9999998
2010,Fall,Agri Sci & Natl Resources,Agricultural Economics,Course Level,900,55.99999999
2010,Fall,Agri Sci & Natl Resources,Agri Leadership Educ & Comm,Course Level,900,106
2010,Fall,Agri Sci & Natl Resources,Agri & Natl Res - Dean's Office,Course Level,900,0
2010,Fall,Agri Sci & Natl Resources,Veterinary & Biomedical Sciences,Course Level,800,79
2010,Fall,Agri Sci & Natl Resources,Statistics,Course Level,800,929
2010,Fall,Agri Sci & Natl Resources,School of Natural Resources,Course Level,800,591
2010,Fall,Agri Sci & Natl Resources,Plant Pathology,Course Level,800,0
2010,Fall,Agri Sci & Natl Resources,Horticulture,Course Level,800,61
2010,Fall,Agri Sci & Natl Resources,Food Science & Technology,Course Level,800,179
2010,Fall,Agri Sci & Natl Resources,Entomology,Course Level,800,434
2010,Fall,Agri Sci & Natl Resources,Center for Grassland Studies,Course Level,800,0
2010,Fall,Agri Sci & Natl Resources,Center for Biological Chemistry,Course Level,800,152
2010,Fall,Agri Sci & Natl Resources,Biological Systems Engineering,Course Level,800,110
2010,Fall,Agri Sci & Natl Resources,Animal Science,Course Level,800,263
2010,Fall,Agri Sci & Natl Resources,Agronomy,Course Level,800,243
2010,Fall,Agri Sci & Natl Resources,Agricultural Economics,Course Level,800,77
2010,Fall,Agri Sci & Natl Resources,Agri Leadership Educ & Comm,Course Level,800,327
2010,Fall,Agri Sci & Natl Resources,Agri & Natl Res - Dean's Office,Course Level,800,3
2010,Fall,Agri Sci & Natl Resources,Veterinary & Biomedical Sciences,Course Level,700,0
2010,Fall,Agri Sci & Natl Resources,Statistics,Course Level,700,0
2010,Fall,Agri Sci & Natl Resources,School of Natural Resources,Course Level,700,0
2010,Fall,Agri Sci & Natl Resources,Plant Pathology,Course Level,700,0
2010,Fall,Agri Sci & Natl Resources,Horticulture,Course Level,700,0
2010,Fall,Agri Sci & Natl Resources,Food Science & Technology,Course Level,700,0
2010,Fall,Agri Sci & Natl Resources,Entomology,Course Level,700,0
2010,Fall,Agri Sci & Natl Resources,Center for Grassland Studies,Course Level,700,0
2010,Fall,Agri Sci & Natl Resources,Center for Biological Chemistry,Course Level,700,0
2010,Fall,Agri Sci & Natl Resources,Biological Systems Engineering,Course Level,700,0
